price,brand,model,year,title_status,mileage,color,state,country
14500,dodge,door,2016,clean vehicle,82240,white,pennsylvania, usa
6200,dodge,door,2016,clean vehicle,66167,silver,pennsylvania, usa
7500,dodge,door,2012,clean vehicle,144220,gray,pennsylvania, usa
20200,dodge,caravan,2019,clean vehicle,24722,black,illinois, usa
29300,dodge,durango,2019,clean vehicle,41198,silver,illinois, usa
31000,dodge,durango,2019,clean vehicle,26353,black,illinois, usa
32400,dodge,durango,2019,clean vehicle,28280,white,illinois, usa
5800,dodge,door,2012,clean vehicle,130120,white,minnesota, usa
21500,dodge,charger,2019,clean vehicle,15340,black,texas, usa
23100,dodge,charger,2018,clean vehicle,12265,silver,michigan, usa
4500,dodge,van,2014,clean vehicle,94872,gray,texas, usa
24800,dodge,charger,2018,clean vehicle,17946,silver,michigan, usa
23000,dodge,charger,2018,clean vehicle,26996,gray,michigan, usa
26900,dodge,journey,2019,clean vehicle,5775,gray,wisconsin, usa
21500,dodge,challenger,2018,clean vehicle,6748,gray,wisconsin, usa
15700,dodge,journey,2018,clean vehicle,38128,white,wisconsin, usa
15200,dodge,caravan,2018,clean vehicle,41636,silver,wisconsin, usa
23300,dodge,charger,2018,clean vehicle,5359,blue,wisconsin, usa
6100,dodge,door,2015,clean vehicle,70296,white,minnesota, usa
20000,dodge,journey,2017,clean vehicle,11346,green,wisconsin, usa
53000,dodge,challenger,2017,clean vehicle,7415,no_color,illinois, usa
3000,dodge,door,2013,clean vehicle,107593,orange,minnesota, usa
18200,dodge,door,2016,clean vehicle,50639,black,new jersey, usa
21800,dodge,challenger,2019,clean vehicle,6530,gray,arizona, usa
52000,dodge,charger,2016,clean vehicle,17432,blue,illinois, usa
19000,dodge,charger,2019,clean vehicle,19636,black,arizona, usa
25000,dodge,challenger,2016,clean vehicle,41748,no_color,illinois, usa
36000,dodge,challenger,2016,clean vehicle,13162,red,illinois, usa
17000,dodge,caravan,2019,clean vehicle,32937,white,georgia, usa
25300,dodge,door,2015,clean vehicle,23095,red,wisconsin, usa
14900,dodge,journey,2017,clean vehicle,34432,gray,wisconsin, usa
15000,dodge,caravan,2017,clean vehicle,48162,no_color,wisconsin, usa
12995,dodge,doors,2014,clean vehicle,68310,gray,massachusetts, usa
17750,dodge,doors,2014,clean vehicle,48000,black,massachusetts, usa
10295,dodge,doors,2014,clean vehicle,105962,black,pennsylvania, usa
16995,dodge,doors,2014,clean vehicle,96575,gray,connecticut, usa
25000,dodge,doors,2014,clean vehicle,13239,toreador red,new york, usa
23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,rhode island, usa
14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,new jersey, usa
15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,new york, usa
20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,new york, usa
20999,dodge,doors,2014,clean vehicle,37082,silver,new york, usa
22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,new jersey, usa
23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,new york, usa
25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,new york, usa
15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,new jersey, usa
21232,dodge,charger,2019,clean vehicle,4950,gray,texas, usa
5800,dodge,journey,2013,clean vehicle,111628,white,wisconsin, usa
29000,dodge,door,2012,clean vehicle,15927,black,illinois, usa
17000,dodge,caravan,2018,clean vehicle,36299,gray,new jersey, usa
13800,dodge,journey,2018,clean vehicle,28469,red,florida, usa
30000,dodge,durango,2019,clean vehicle,29086,gray,missouri, usa
14800,dodge,caravan,2017,clean vehicle,35991,gray,florida, usa
8500,dodge,journey,2017,clean vehicle,62224,black,missouri, usa
9800,dodge,door,2013,clean vehicle,86500,white,missouri, usa
4200,dodge,door,2014,clean vehicle,144725,gray,nevada, usa
2500,dodge,van,2013,salvage insurance,163260,red,tennessee, usa
28700,dodge,charger,2018,clean vehicle,19636,blue,california, usa
18500,dodge,challenger,2018,clean vehicle,34272,gray,california, usa
17300,dodge,challenger,2018,clean vehicle,42909,no_color,california, usa
7100,dodge,door,2016,clean vehicle,55749,gray,louisiana, usa
3250,dodge,door,2015,salvage insurance,89142,white,minnesota, usa
30700,dodge,durango,2017,clean vehicle,20328,no_color,california, usa
3000,dodge,door,2012,clean vehicle,149332,gray,missouri, usa
26500,dodge,durango,2019,clean vehicle,28551,gray,california, usa
20800,dodge,charger,2019,clean vehicle,35098,gray,california, usa
20800,dodge,charger,2019,clean vehicle,35365,gray,california, usa
5100,dodge,door,2015,clean vehicle,88398,white,california, usa
18900,dodge,challenger,2019,clean vehicle,27957,black,california, usa
24000,dodge,durango,2019,clean vehicle,30161,silver,california, usa
38800,dodge,challenger,2015,clean vehicle,26292,white,california, usa
24500,dodge,durango,2019,clean vehicle,25780,white,california, usa
24500,dodge,durango,2019,clean vehicle,25032,black,california, usa
6500,dodge,door,2016,clean vehicle,72248,blue,new jersey, usa
24000,dodge,durango,2019,clean vehicle,30630,gray,california, usa
18000,dodge,door,2014,clean vehicle,86125,no_color,california, usa
24000,dodge,durango,2019,clean vehicle,30408,white,california, usa
23500,dodge,durango,2019,clean vehicle,35443,silver,california, usa
4500,dodge,van,2014,clean vehicle,95377,white,california, usa
25900,dodge,durango,2019,clean vehicle,32724,silver,california, usa
13900,dodge,caravan,2019,clean vehicle,45089,gray,california, usa
14200,dodge,journey,2019,clean vehicle,35948,silver,california, usa
15400,dodge,caravan,2019,clean vehicle,41601,blue,california, usa
17500,dodge,challenger,2019,clean vehicle,26370,gray,texas, usa
17500,dodge,caravan,2019,clean vehicle,18271,white,texas, usa
18000,dodge,caravan,2019,clean vehicle,9476,white,texas, usa
25200,dodge,door,2012,clean vehicle,80899,gray,new jersey, usa
14100,dodge,caravan,2018,clean vehicle,57394,black,texas, usa
13300,dodge,caravan,2018,clean vehicle,42190,white,california, usa
16200,dodge,caravan,2019,clean vehicle,22591,black,oklahoma, usa
13300,dodge,caravan,2018,clean vehicle,48681,gray,california, usa
13100,dodge,caravan,2018,clean vehicle,42621,silver,california, usa
15500,dodge,caravan,2017,clean vehicle,27761,silver,california, usa
4500,dodge,door,2013,salvage insurance,107768,white,california, usa
28400,dodge,durango,2019,clean vehicle,14355,gray,colorado, usa
17400,dodge,caravan,2019,clean vehicle,9467,gray,colorado, usa
6000,dodge,door,2014,clean vehicle,122837,silver,florida, usa
20700,dodge,challenger,2019,clean vehicle,18313,gray,virginia, usa
20300,dodge,challenger,2019,clean vehicle,19506,black,virginia, usa
14000,dodge,journey,2018,clean vehicle,14750,black,oklahoma, usa
22000,dodge,challenger,2019,clean vehicle,11280,green,virginia, usa
17200,dodge,journey,2019,clean vehicle,13944,blue,virginia, usa
15000,dodge,door,2016,clean vehicle,26922,blue,oklahoma, usa
17500,dodge,journey,2019,clean vehicle,12690,gray,virginia, usa
1300,dodge,door,2013,salvage insurance,239822,gray,michigan, usa
1750,dodge,door,2014,salvage insurance,74975,red,nevada, usa
16300,dodge,caravan,2019,clean vehicle,28289,red,florida, usa
15700,dodge,caravan,2019,clean vehicle,38041,red,florida, usa
10000,dodge,journey,2017,clean vehicle,52386,silver,florida, usa
23100,dodge,charger,2019,clean vehicle,34391,white,florida, usa
14900,dodge,caravan,2019,clean vehicle,39515,red,florida, usa
16700,dodge,journey,2019,clean vehicle,22074,orange,virginia, usa
16300,dodge,caravan,2019,clean vehicle,28782,white,florida, usa
25800,dodge,durango,2019,clean vehicle,30092,red,north carolina, usa
23800,dodge,challenger,2019,clean vehicle,26443,black,north carolina, usa
16800,dodge,journey,2019,clean vehicle,28981,red,north carolina, usa
15500,dodge,journey,2019,clean vehicle,32865,white,north carolina, usa
6000,dodge,door,2014,clean vehicle,117258,blue,florida, usa
26900,dodge,durango,2019,clean vehicle,16397,white,arizona, usa
16900,dodge,caravan,2019,clean vehicle,16176,white,arizona, usa
19500,dodge,caravan,2019,clean vehicle,1091,gray,arizona, usa
15400,dodge,caravan,2019,clean vehicle,17472,black,arizona, usa
2300,dodge,door,2012,clean vehicle,123882,white,texas, usa
17000,dodge,charger,2019,clean vehicle,10341,red,california, usa
34000,dodge,durango,2019,clean vehicle,19695,black,new jersey, usa
13700,dodge,journey,2017,clean vehicle,51041,black,pennsylvania, usa
19100,dodge,challenger,2018,clean vehicle,22646,white,west virginia, usa
11800,dodge,journey,2018,clean vehicle,18138,white,west virginia, usa
27500,dodge,durango,2019,clean vehicle,23987,gray,nevada, usa
26900,dodge,durango,2019,clean vehicle,17160,black,nevada, usa
27100,dodge,durango,2019,clean vehicle,26929,white,nevada, usa
27200,dodge,durango,2019,clean vehicle,25815,white,nevada, usa
9000,dodge,caravan,2017,clean vehicle,81992,silver,florida, usa
22500,dodge,challenger,2019,clean vehicle,5000,gray,south carolina, usa
7700,dodge,door,2015,clean vehicle,62683,white,west virginia, usa
4500,dodge,van,2013,clean vehicle,107224,white,florida, usa
2200,dodge,door,2013,salvage insurance,184905,gray,illinois, usa
21500,dodge,charger,2019,clean vehicle,35153,black,pennsylvania, usa
18800,dodge,challenger,2019,clean vehicle,26474,orange,pennsylvania, usa
21800,dodge,charger,2019,clean vehicle,30943,red,pennsylvania, usa
20300,dodge,challenger,2019,clean vehicle,17154,black,pennsylvania, usa
8200,dodge,van,2016,clean vehicle,79637,white,south carolina, usa
19000,dodge,caravan,2019,clean vehicle,12123,red,pennsylvania, usa
8400,dodge,door,2016,clean vehicle,107822,blue,south carolina, usa
19500,dodge,caravan,2019,clean vehicle,10221,blue,pennsylvania, usa
7000,dodge,door,2015,clean vehicle,95278,blue,south carolina, usa
19500,dodge,challenger,2019,clean vehicle,13457,gray,pennsylvania, usa
8500,dodge,van,2014,clean vehicle,69936,blue,missouri, usa
20500,dodge,challenger,2019,clean vehicle,13520,gray,pennsylvania, usa
4900,dodge,door,2014,clean vehicle,96922,silver,south carolina, usa
20800,dodge,door,2014,clean vehicle,72594,black,missouri, usa
28500,dodge,durango,2019,clean vehicle,17896,silver,pennsylvania, usa
21900,dodge,caravan,2019,clean vehicle,11088,silver,pennsylvania, usa
15800,dodge,caravan,2019,clean vehicle,29567,black,nevada, usa
33000,dodge,durango,2019,clean vehicle,15655,white,colorado, usa
22700,dodge,challenger,2019,clean vehicle,26428,black,nevada, usa
21900,dodge,charger,2019,clean vehicle,29003,white,pennsylvania, usa
19300,dodge,charger,2019,clean vehicle,32229,red,pennsylvania, usa
30700,dodge,durango,2019,clean vehicle,26503,black,nevada, usa
19300,dodge,challenger,2019,clean vehicle,15446,black,pennsylvania, usa
13750,dodge,caravan,2014,clean vehicle,128556,white,california, usa
16400,dodge,caravan,2019,clean vehicle,23369,silver,nevada, usa
19500,dodge,caravan,2019,clean vehicle,8767,black,pennsylvania, usa
15100,dodge,caravan,2019,clean vehicle,48319,white,nevada, usa
28500,dodge,durango,2019,clean vehicle,15275,black,pennsylvania, usa
15300,dodge,caravan,2019,clean vehicle,33826,white,nevada, usa
20300,dodge,challenger,2019,clean vehicle,16679,white,pennsylvania, usa
22000,dodge,charger,2019,clean vehicle,26184,gray,pennsylvania, usa
16700,dodge,journey,2019,clean vehicle,21203,gray,nevada, usa
19300,dodge,challenger,2019,clean vehicle,17870,black,pennsylvania, usa
34100,dodge,durango,2019,clean vehicle,17909,gray,michigan, usa
14600,dodge,caravan,2019,clean vehicle,41126,silver,nevada, usa
18200,dodge,caravan,2019,clean vehicle,14098,red,pennsylvania, usa
33800,dodge,durango,2019,clean vehicle,15003,black,michigan, usa
15900,dodge,journey,2019,clean vehicle,29105,black,nevada, usa
16500,dodge,caravan,2019,clean vehicle,34794,black,pennsylvania, usa
29600,dodge,durango,2019,clean vehicle,20034,silver,michigan, usa
14100,dodge,caravan,2019,clean vehicle,46942,black,nevada, usa
18200,dodge,caravan,2019,clean vehicle,14753,white,pennsylvania, usa
18200,dodge,caravan,2019,clean vehicle,14359,black,pennsylvania, usa
24300,dodge,charger,2019,clean vehicle,34922,black,michigan, usa
15400,dodge,journey,2019,clean vehicle,20944,white,nevada, usa
19000,dodge,journey,2019,clean vehicle,9877,white,pennsylvania, usa
19000,dodge,journey,2019,clean vehicle,8949,black,pennsylvania, usa
27800,dodge,challenger,2017,clean vehicle,13627,gray,georgia, usa
18200,dodge,journey,2019,clean vehicle,18291,blue,pennsylvania, usa
15000,dodge,journey,2018,clean vehicle,38029,white,pennsylvania, usa
19200,dodge,caravan,2017,clean vehicle,32593,gray,michigan, usa
15500,dodge,caravan,2018,clean vehicle,37352,red,pennsylvania, usa
24900,dodge,challenger,2017,clean vehicle,23030,green,michigan, usa
15500,dodge,journey,2018,clean vehicle,30671,red,pennsylvania, usa
7600,dodge,door,2012,salvage insurance,79544,white,texas, usa
18400,dodge,journey,2017,clean vehicle,15027,black,michigan, usa
14700,dodge,caravan,2018,clean vehicle,29115,white,florida, usa
3900,dodge,door,2015,clean vehicle,93604,white,florida, usa
5200,dodge,door,2015,clean vehicle,100203,black,florida, usa
17200,dodge,caravan,2019,clean vehicle,35401,silver,minnesota, usa
18700,dodge,caravan,2019,clean vehicle,20279,red,minnesota, usa
32000,dodge,durango,2019,clean vehicle,26090,red,minnesota, usa
14500,dodge,door,2015,clean vehicle,107924,white,michigan, usa
19400,dodge,caravan,2019,clean vehicle,14906,black,minnesota, usa
17300,dodge,caravan,2019,clean vehicle,34407,black,minnesota, usa
16700,dodge,journey,2019,clean vehicle,18049,orange,minnesota, usa
19100,dodge,caravan,2019,clean vehicle,18132,white,minnesota, usa
11100,dodge,door,2013,clean vehicle,109176,black,illinois, usa
32000,dodge,durango,2019,clean vehicle,25456,black,minnesota, usa
16900,dodge,caravan,2019,clean vehicle,38375,silver,minnesota, usa
18000,dodge,charger,2017,clean vehicle,39792,blue,massachusetts, usa
17800,dodge,caravan,2019,clean vehicle,30403,white,minnesota, usa
18000,dodge,caravan,2019,clean vehicle,28252,white,minnesota, usa
17500,dodge,caravan,2019,clean vehicle,31904,white,minnesota, usa
14500,dodge,caravan,2018,clean vehicle,24336,silver,nevada, usa
18500,dodge,caravan,2019,clean vehicle,23961,silver,minnesota, usa
18600,dodge,caravan,2019,clean vehicle,22919,silver,minnesota, usa
32000,dodge,durango,2019,clean vehicle,22863,red,minnesota, usa
17000,dodge,caravan,2019,clean vehicle,38817,black,minnesota, usa
16000,dodge,caravan,2019,clean vehicle,48854,white,minnesota, usa
18000,dodge,caravan,2019,clean vehicle,27288,white,minnesota, usa
15900,dodge,charger,2020,clean vehicle,5284,orange,pennsylvania, usa
6200,dodge,door,2016,clean vehicle,99988,silver,alabama, usa
3700,dodge,door,2013,clean vehicle,84109,black,alabama, usa
24000,dodge,door,2012,clean vehicle,88539,white,mississippi, usa
20800,dodge,van,2013,clean vehicle,33739,gold,nevada, usa
18500,dodge,door,2012,clean vehicle,101017,white,mississippi, usa
18300,dodge,challenger,2019,clean vehicle,13906,black,pennsylvania, usa
21000,dodge,charger,2019,clean vehicle,20601,gray,pennsylvania, usa
1300,dodge,van,2013,salvage insurance,135561,white,tennessee, usa
11900,dodge,charger,2019,clean vehicle,23421,gray,pennsylvania, usa
950,dodge,van,2012,salvage insurance,145174,white,maryland, usa
26800,dodge,durango,2019,clean vehicle,21309,gray,pennsylvania, usa
800,dodge,van,2012,salvage insurance,217576,orange,north carolina, usa
21000,dodge,caravan,2019,clean vehicle,10350,white,pennsylvania, usa
1900,dodge,door,2012,salvage insurance,157636,orange,georgia, usa
33500,dodge,durango,2019,clean vehicle,8605,white,pennsylvania, usa
900,dodge,door,2013,salvage insurance,139404,blue,connecticut, usa
21000,dodge,caravan,2019,clean vehicle,10170,gray,pennsylvania, usa
26800,dodge,durango,2019,clean vehicle,22272,silver,pennsylvania, usa
5700,dodge,van,2016,clean vehicle,101906,blue,texas, usa
18500,dodge,challenger,2019,clean vehicle,27019,green,pennsylvania, usa
33000,dodge,durango,2019,clean vehicle,10930,white,pennsylvania, usa
11000,dodge,caravan,2019,clean vehicle,73552,silver,texas, usa
15800,dodge,caravan,2019,clean vehicle,37107,blue,pennsylvania, usa
3600,dodge,door,2013,salvage insurance,124247,white,michigan, usa
16300,dodge,caravan,2019,clean vehicle,36993,white,pennsylvania, usa
2700,dodge,door,2015,clean vehicle,67133,white,texas, usa
12800,dodge,caravan,2019,clean vehicle,33580,no_color,pennsylvania, usa
9700,dodge,door,2015,clean vehicle,94140,black,texas, usa
18300,dodge,journey,2019,clean vehicle,10447,silver,pennsylvania, usa
16000,dodge,charger,2019,clean vehicle,10229,silver,illinois, usa
21000,dodge,caravan,2019,clean vehicle,6269,gray,pennsylvania, usa
3700,dodge,door,2014,clean vehicle,98699,white,texas, usa
33000,dodge,durango,2019,clean vehicle,10631,gray,illinois, usa
14700,dodge,caravan,2019,clean vehicle,44381,silver,pennsylvania, usa
33000,dodge,durango,2019,clean vehicle,13960,silver,illinois, usa
15900,dodge,caravan,2019,clean vehicle,14051,white,pennsylvania, usa
33000,dodge,durango,2019,clean vehicle,20800,gray,illinois, usa
33000,dodge,durango,2019,clean vehicle,8873,gray,illinois, usa
32500,dodge,durango,2019,clean vehicle,15502,black,illinois, usa
33000,dodge,durango,2019,clean vehicle,9669,silver,illinois, usa
13000,dodge,caravan,2018,clean vehicle,50873,black,virginia, usa
33000,dodge,durango,2019,clean vehicle,14117,white,illinois, usa
16500,dodge,charger,2019,clean vehicle,46820,red,illinois, usa
33000,dodge,durango,2019,clean vehicle,7247,gray,illinois, usa
34500,dodge,challenger,2017,clean vehicle,40991,red,north carolina, usa
33500,dodge,durango,2019,clean vehicle,9023,white,illinois, usa
48000,dodge,durango,2018,clean vehicle,8047,white,pennsylvania, usa
54500,dodge,durango,2019,clean vehicle,3966,red,illinois, usa
13200,dodge,caravan,2018,clean vehicle,41014,silver,pennsylvania, usa
31500,dodge,durango,2018,clean vehicle,20907,white,illinois, usa
17400,dodge,durango,2017,clean vehicle,89795,red,illinois, usa
26000,dodge,durango,2017,clean vehicle,57158,white,illinois, usa
1700,dodge,door,2013,salvage insurance,126718,orange,texas, usa
11000,dodge,door,2013,clean vehicle,83976,white,illinois, usa
21000,dodge,charger,2018,clean vehicle,12554,gray,texas, usa
5500,dodge,door,2015,clean vehicle,60707,gray,texas, usa
7500,dodge,door,2014,clean vehicle,40110,red,texas, usa
15800,dodge,caravan,2019,clean vehicle,28038,silver,michigan, usa
16900,dodge,journey,2019,clean vehicle,26643,red,michigan, usa
25000,dodge,durango,2019,clean vehicle,36127,white,michigan, usa
18000,dodge,door,2019,salvage insurance,19983,black,massachusetts, usa
15600,dodge,caravan,2019,clean vehicle,29926,black,michigan, usa
23800,dodge,durango,2019,clean vehicle,36750,white,north carolina, usa
16800,dodge,journey,2019,clean vehicle,27312,black,michigan, usa
22700,dodge,durango,2019,clean vehicle,49575,white,north carolina, usa
23300,dodge,challenger,2019,clean vehicle,30279,red,north carolina, usa
23500,dodge,challenger,2019,clean vehicle,25825,white,north carolina, usa
25500,dodge,durango,2019,clean vehicle,32474,silver,north carolina, usa
21800,dodge,challenger,2019,clean vehicle,30585,white,north carolina, usa
22800,dodge,durango,2019,clean vehicle,36203,gray,north carolina, usa
18200,dodge,caravan,2019,clean vehicle,29602,red,michigan, usa
23500,dodge,challenger,2019,clean vehicle,28689,red,north carolina, usa
25700,dodge,durango,2019,clean vehicle,31447,charcoal,north carolina, usa
15700,dodge,caravan,2019,clean vehicle,39148,white,north carolina, usa
17500,dodge,journey,2018,clean vehicle,33495,silver,michigan, usa
15700,dodge,caravan,2019,clean vehicle,35274,white,north carolina, usa
16500,dodge,caravan,2018,clean vehicle,48745,white,indiana, usa
16100,dodge,caravan,2019,clean vehicle,31297,red,north carolina, usa
15600,dodge,caravan,2019,clean vehicle,38745,charcoal,north carolina, usa
15400,dodge,caravan,2019,clean vehicle,37704,gray,north carolina, usa
28200,dodge,durango,2017,clean vehicle,27060,white,michigan, usa
15300,dodge,caravan,2019,clean vehicle,40002,no_color,north carolina, usa
15900,dodge,caravan,2019,clean vehicle,34930,red,north carolina, usa
17700,dodge,door,2016,clean vehicle,22863,gray,indiana, usa
15800,dodge,caravan,2019,clean vehicle,36876,white,north carolina, usa
15900,dodge,caravan,2019,clean vehicle,34264,charcoal,north carolina, usa
25300,dodge,charger,2019,clean vehicle,17515,red,new mexico, usa
16300,dodge,caravan,2019,clean vehicle,27071,silver,north carolina, usa
29500,dodge,durango,2019,clean vehicle,14656,gray,new mexico, usa
14500,dodge,caravan,2019,clean vehicle,35652,gray,north carolina, usa
15400,dodge,caravan,2019,clean vehicle,30055,no_color,north carolina, usa
15400,dodge,caravan,2019,clean vehicle,43088,charcoal,north carolina, usa
15100,dodge,caravan,2019,clean vehicle,33641,purple,north carolina, usa
15000,dodge,caravan,2019,clean vehicle,34797,black,north carolina, usa
15500,dodge,caravan,2019,clean vehicle,43943,gray,north carolina, usa
15000,dodge,caravan,2019,clean vehicle,35744,no_color,north carolina, usa
15200,dodge,caravan,2019,clean vehicle,31542,no_color,north carolina, usa
15700,dodge,caravan,2019,clean vehicle,26899,white,north carolina, usa
16100,dodge,journey,2019,clean vehicle,29985,silver,north carolina, usa
16300,dodge,journey,2018,clean vehicle,37009,silver,texas, usa
16000,dodge,journey,2019,clean vehicle,30731,white,north carolina, usa
16900,dodge,journey,2019,clean vehicle,30062,silver,north carolina, usa
17000,dodge,journey,2019,clean vehicle,28295,charcoal,north carolina, usa
17300,dodge,journey,2019,clean vehicle,25534,silver,north carolina, usa
15900,dodge,journey,2019,clean vehicle,29716,gray,north carolina, usa
15700,dodge,journey,2019,clean vehicle,34294,silver,north carolina, usa
16900,dodge,journey,2019,clean vehicle,27643,white,north carolina, usa
15500,dodge,journey,2019,clean vehicle,35516,white,north carolina, usa
15100,dodge,journey,2019,clean vehicle,40674,silver,north carolina, usa
15500,dodge,journey,2019,clean vehicle,32494,white,north carolina, usa
15400,dodge,journey,2019,clean vehicle,35047,red,north carolina, usa
16500,dodge,journey,2019,clean vehicle,32898,silver,north carolina, usa
42500,dodge,challenger,2015,clean vehicle,13740,black,texas, usa
16600,dodge,journey,2019,clean vehicle,23132,charcoal,north carolina, usa
15200,dodge,journey,2019,clean vehicle,37174,silver,north carolina, usa
15800,dodge,journey,2019,clean vehicle,34023,charcoal,north carolina, usa
16900,dodge,journey,2019,clean vehicle,30021,charcoal,north carolina, usa
11100,dodge,caravan,2017,clean vehicle,51469,gray,north carolina, usa
15600,dodge,journey,2019,clean vehicle,31237,charcoal,north carolina, usa
16900,dodge,journey,2019,clean vehicle,30186,silver,north carolina, usa
15300,dodge,journey,2019,clean vehicle,41956,silver,north carolina, usa
16600,dodge,journey,2019,clean vehicle,30727,black,north carolina, usa
21800,dodge,durango,2017,clean vehicle,38956,black,pennsylvania, usa
36500,dodge,charger,2018,clean vehicle,22036,white,virginia, usa
26300,dodge,durango,2019,clean vehicle,26462,red,georgia, usa
20900,dodge,challenger,2019,clean vehicle,23143,red,georgia, usa
20100,dodge,challenger,2019,clean vehicle,17340,gray,georgia, usa
26700,dodge,charger,2019,clean vehicle,29749,gray,georgia, usa
23900,dodge,charger,2019,clean vehicle,35248,white,georgia, usa
14500,dodge,caravan,2018,clean vehicle,40417,no_color,florida, usa
23000,dodge,durango,2017,clean vehicle,30309,gray,virginia, usa
15000,dodge,journey,2018,clean vehicle,42303,red,north carolina, usa
15000,dodge,journey,2018,clean vehicle,35326,white,north carolina, usa
28500,ford,door,2017,clean vehicle,92100,white,texas, usa
28000,ford,door,2017,clean vehicle,99375,white,texas, usa
9000,ford,door,2017,clean vehicle,72418,gray,texas, usa
28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,connecticut, usa
25000,ford,door,2017,clean vehicle,119439,white,texas, usa
17347,ford,doors,2015,clean vehicle,54396,black,massachusetts, usa
13800,ford,door,2016,clean vehicle,91606,white,texas, usa
25888,ford,doors,2015,clean vehicle,2807,black,new jersey, usa
8500,ford,fusion,2017,clean vehicle,78739,black,tennessee, usa
21289,ford,doors,2015,clean vehicle,71955,gray,new york, usa
17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat,new jersey, usa
2700,ford,door,2012,clean vehicle,98470,blue,texas, usa
30977,ford,doors,2015,clean vehicle,28937,competition orange,pennsylvania, usa
13799,ford,doors,2015,clean vehicle,83693,red,new jersey, usa
20500,ford,srw,2014,clean vehicle,90888,white,arizona, usa
8500,ford,drw,2012,clean vehicle,216942,white,texas, usa
9900,ford,door,2015,clean vehicle,205796,white,florida, usa
65500,ford,srw,2019,clean vehicle,6500,black,indiana, usa
24500,ford,wagon,2018,clean vehicle,39943,white,florida, usa
32500,ford,explorer,2020,clean vehicle,5920,silver,missouri, usa
9200,ford,fusion,2018,clean vehicle,71478,blue,pennsylvania, usa
17700,ford,door,2017,clean vehicle,119520,silver,pennsylvania, usa
18300,ford,fusion,2020,clean vehicle,10882,white,california, usa
43500,ford,srw,2019,clean vehicle,29010,gray,illinois, usa
15200,ford,door,2016,clean vehicle,69003,white,pennsylvania, usa
36200,ford,srw,2019,clean vehicle,16207,no_color,illinois, usa
21900,ford,mustang,2018,clean vehicle,29748,red,new jersey, usa
20700,ford,wagon,2019,clean vehicle,25582,white,california, usa
12300,ford,fusion,2019,clean vehicle,24520,gray,california, usa
4200,ford,door,2016,clean vehicle,104383,blue,pennsylvania, usa
19500,ford,transit,2019,clean vehicle,34164,white,california, usa
14300,ford,fusion,2020,clean vehicle,6975,silver,california, usa
13700,ford,van,2016,clean vehicle,67150,white,pennsylvania, usa
13200,ford,door,2015,clean vehicle,100820,white,pennsylvania, usa
6200,ford,door,2014,clean vehicle,142286,white,pennsylvania, usa
6500,ford,door,2015,clean vehicle,60015,black,pennsylvania, usa
1500,ford,door,2013,clean vehicle,126381,gray,pennsylvania, usa
2200,ford,door,2013,clean vehicle,128753,black,pennsylvania, usa
4200,ford,door,2013,clean vehicle,0,no_color,pennsylvania, usa
8700,ford,van,2013,clean vehicle,64598,white,pennsylvania, usa
3200,ford,door,2012,clean vehicle,111532,black,pennsylvania, usa
9000,ford,door,2012,clean vehicle,149346,black,pennsylvania, usa
20000,ford,edge,2018,clean vehicle,43567,silver,illinois, usa
33000,ford,door,2017,clean vehicle,36004,white,texas, usa
23300,ford,f-150,2019,clean vehicle,10935,white,south carolina, usa
8750,ford,van,2017,clean vehicle,150484,white,illinois, usa
11975,ford,door,2012,clean vehicle,122014,white,texas, usa
23600,ford,transit,2019,clean vehicle,19363,white,south carolina, usa
12000,ford,explorer,2016,clean vehicle,42902,black,texas, usa
30900,ford,f-150,2018,clean vehicle,401,red,indiana, usa
23900,ford,transit,2019,clean vehicle,11077,white,south carolina, usa
40400,ford,f-150,2018,clean vehicle,34100,black,indiana, usa
38000,ford,srw,2019,clean vehicle,30018,white,minnesota, usa
27000,ford,flex,2019,clean vehicle,18279,white,illinois, usa
24000,ford,transit,2019,clean vehicle,7373,white,south carolina, usa
30000,ford,ranger,2019,clean vehicle,2590,gray,wisconsin, usa
16200,ford,fusion,2019,clean vehicle,41662,white,south carolina, usa
30000,ford,flex,2019,clean vehicle,15019,gray,wisconsin, usa
23900,ford,transit,2019,clean vehicle,9420,white,south carolina, usa
13800,ford,taurus,2018,clean vehicle,41864,white,missouri, usa
23700,ford,transit,2019,clean vehicle,16829,white,south carolina, usa
24300,ford,f-150,2018,clean vehicle,6290,gray,illinois, usa
54900,ford,srw,2019,clean vehicle,14393,black,nevada, usa
22500,ford,taurus,2018,clean vehicle,14599,white,wisconsin, usa
39000,ford,f-150,2018,clean vehicle,25839,gray,illinois, usa
13900,ford,escape,2018,clean vehicle,60715,gray,wisconsin, usa
24700,ford,explorer,2018,clean vehicle,23350,red,illinois, usa
